customer_id,age,monthly_income,loan_amount,emi_total,years_with_company,monthly_transactions,credit_score,credit_utilization,late_payment_count,savings_amount,avg_account_balance,emi_paid
C21555,47,40234,1081339,83,5,75,703,20,7,968833,485783,83
C21556,30,164393,1853217,103,9,60,653,73,5,380106,1381480,96
C21557,35,32945,1603803,12,3,86,592,85,9,921201,995282,11
C21558,57,30189,1196874,103,3,115,665,61,8,284304,1087381,94
C21559,42,127518,981026,14,14,65,640,46,3,670374,855525,9
C21560,51,158446,1118600,75,12,23,647,92,3,210366,868310,72
C21561,22,225591,1140201,77,12,42,785,58,11,299765,1125872,76
C21562,51,167405,1928040,100,8,8,741,40,7,26410,1345966,95
C21563,34,221815,1043755,68,10,98,816,66,0,892711,1229043,68
C21564,30,152066,1738334,112,6,45,666,46,6,212951,198441,111
C21565,50,135711,349209,86,13,9,857,74,6,382896,1197620,83
C21566,56,196979,1630902,29,2,43,582,64,10,422963,710113,23
C21567,60,34173,1684913,117,3,45,555,41,2,141782,751791,105
C21568,35,160374,242948,50,8,23,551,91,11,457598,1169242,39
C21569,34,135997,1996471,115,14,117,660,64,4,233025,735466,114
C21570,51,195751,959120,95,5,72,661,86,7,811468,1373406,85
C21571,49,80842,532672,92,13,73,878,16,7,339789,1391434,83
C21572,47,182819,1249482,18,14,22,665,47,11,356485,971663,10
C21573,41,156183,1420222,66,2,45,568,24,4,86390,694390,55
C21574,29,146841,1350533,28,3,105,638,40,8,96475,1253547,16
C21575,40,106102,1726758,79,11,57,758,28,10,680240,491204,69
C21576,55,128013,368669,47,2,32,754,55,4,821072,1120937,35
C21577,35,177496,629750,105,5,21,702,51,6,630518,1152738,95
C21578,44,239401,1857325,12,5,20,691,84,8,236901,1052722,5
C21579,36,164969,881465,46,9,85,631,30,7,999259,330875,37
C21580,56,63640,1999459,87,6,115,821,53,1,807163,1291719,78
C21581,31,39482,1804047,28,2,62,890,18,0,143552,969979,18
C21582,28,115052,245160,91,11,31,870,40,3,271402,756270,81
C21583,23,145963,989018,39,1,31,884,26,9,99947,1186664,35
C21584,39,183427,764110,43,7,5,822,16,0,856650,1109781,38
C21585,61,81145,1225001,66,7,49,843,71,9,705195,1107279,58
C21586,23,176655,1021260,46,10,31,639,29,7,648887,374038,39
C21587,56,142288,91523,30,6,39,853,27,6,122937,1264004,30
C21588,45,106718,1345060,104,13,41,774,33,8,34520,30849,96
C21589,56,29857,1597317,104,12,52,719,90,8,569518,293211,103
C21590,31,36166,877638,91,2,54,664,18,4,50088,440063,81
C21591,36,147494,358742,15,13,38,820,47,3,549724,634188,6
C21592,37,32498,302043,32,14,69,826,71,11,537007,1256843,20
C21593,62,193879,1901265,55,8,31,823,41,11,591696,455486,46
C21594,44,181495,1947318,73,4,92,876,14,2,566904,302275,68
C21595,37,208167,337124,12,11,25,862,17,3,487900,1275567,3
C21596,40,131371,1224009,94,7,44,759,72,3,712771,557786,92
C21597,42,69180,1607727,62,8,86,759,48,4,722149,1417996,55
C21598,26,66128,1015188,119,7,73,748,64,9,448379,359951,108
C21599,27,113620,887978,101,12,61,869,52,8,433250,106490,100
C21600,34,124411,1939118,87,3,45,825,73,8,555343,426874,82
C21601,31,84911,728261,28,8,86,609,31,8,583324,1244481,19
C21602,32,82450,1697224,48,4,111,709,37,9,220983,1315937,36
C21603,25,70940,973939,103,8,115,676,76,5,854030,1407938,92
C21604,25,81584,662628,47,5,67,699,56,10,323385,1343562,45
C21605,40,216121,700548,40,9,49,709,68,6,681801,1045579,35
C21606,35,166342,881741,80,3,111,591,28,5,516431,160287,75
C21607,46,217034,1399630,113,14,11,570,21,10,575760,1406333,110
C21608,53,29342,910818,14,2,22,721,45,9,650980,906575,13
C21609,50,68933,109394,26,4,93,622,81,6,346684,297779,17
C21610,44,92089,1193995,78,2,36,849,12,0,29389,648639,73
C21611,43,223610,1581216,88,11,69,859,78,4,660303,735474,80
C21612,29,180560,1913005,80,11,114,721,70,11,285179,209229,70
C21613,23,121279,1935283,32,12,67,864,62,7,721934,534020,30
C21614,56,140185,980248,116,2,14,820,69,1,816824,1107529,114
C21615,27,79101,867569,34,1,100,726,70,0,229737,933167,25
C21616,42,201431,1727468,58,8,13,575,20,3,564713,685871,58
C21617,34,157493,1763011,97,1,88,877,23,11,648479,1087013,92
C21618,49,225082,747016,45,8,29,551,51,6,197160,1036103,39
C21619,36,217827,1045656,52,9,96,750,63,0,443527,1478249,49
C21620,54,145668,850049,101,6,59,649,24,1,749780,770154,100
C21621,30,78525,910874,58,7,20,759,69,1,331685,714756,46
C21622,27,50117,498658,42,6,96,829,91,2,351291,549117,40
C21623,45,81462,1856229,46,1,24,552,10,10,298580,577474,43
C21624,47,230588,951361,18,1,59,670,35,4,70400,150968,11
C21625,35,139073,1479682,115,12,95,676,76,1,648168,650305,103
C21626,52,145331,145280,56,1,30,601,58,7,534917,162446,44
C21627,48,201006,166915,68,3,94,816,61,3,984250,518105,67
C21628,29,99954,768714,107,14,94,742,64,4,896383,30868,103
C21629,27,82593,1719781,33,7,26,753,91,1,718113,39353,31
C21630,36,168462,1023680,81,11,106,805,21,1,330007,196053,72
C21631,46,47562,1208077,32,8,11,593,72,5,423492,1068107,23
C21632,55,249579,551051,114,12,72,790,32,11,729607,649270,108
C21633,37,119081,125471,60,1,104,683,25,2,476566,791463,56
C21634,43,189371,680006,58,6,56,620,28,7,945797,847781,56
C21635,28,213974,1376598,112,12,28,745,22,8,288900,1340047,111
C21636,22,173747,1568198,38,8,43,659,86,6,719448,363248,31
C21637,51,110044,895236,21,12,34,801,58,11,213933,487468,20
C21638,52,144568,1842542,97,5,41,828,20,8,233639,1352786,88
C21639,49,61881,1540819,55,11,41,730,12,5,775956,667690,50
C21640,23,34319,1979564,62,2,13,653,51,6,888950,482400,50
C21641,28,201279,963926,29,4,91,611,25,6,510405,1046968,27
C21642,22,28911,1999418,79,4,97,856,41,8,551832,797927,78
C21643,51,64927,508717,110,4,57,669,73,11,465878,696702,106
C21644,57,136464,304338,113,14,114,819,40,1,890308,786083,110
C21645,40,104261,1169512,49,8,47,732,90,1,302180,445975,46
C21646,49,124411,1083633,47,6,73,778,38,7,63028,34437,38
C21647,37,63195,1328558,71,9,101,659,39,3,810601,165658,69
C21648,30,79422,1979559,79,10,108,682,32,2,703545,592052,73
C21649,61,136140,1010381,85,1,103,683,29,2,449680,897968,80
C21650,42,72561,1167221,107,1,81,659,29,10,774403,1089444,95
C21651,26,129800,1180861,85,2,91,892,74,7,870004,1184015,84
C21652,63,157759,1537228,118,5,115,820,25,9,690153,1018454,116
C21653,54,194827,802765,56,11,53,660,34,2,731375,99216,47
C21654,51,45855,113235,85,6,30,775,46,4,270755,1217080,83
C21655,32,53879,679935,86,11,38,866,62,9,956978,1247799,74
C21656,32,178137,1364761,114,3,50,730,43,7,237524,1399910,112
C21657,36,41091,321320,20,1,106,862,82,6,229304,448561,8
C21658,45,168819,362420,24,7,95,616,41,4,355228,873375,21
C21659,42,192315,1401484,68,1,58,899,23,4,95917,1252096,64
C21660,47,204758,1598778,117,7,42,885,13,1,906547,1391518,110
C21661,44,240569,916496,93,9,118,819,71,10,15699,541819,81
C21662,32,207756,834464,68,13,13,570,29,0,148600,187506,58
C21663,38,45601,685757,48,1,66,598,27,9,315883,1394887,48
C21664,36,190869,964886,58,8,118,825,30,8,601915,1369458,49
C21665,24,119458,1915037,22,10,62,695,55,5,536762,485652,21
C21666,32,145646,1954188,39,9,65,601,59,4,335992,403067,35
C21667,53,128722,1299408,17,8,85,632,41,11,350078,583594,17
C21668,42,31190,1064789,44,1,107,822,13,1,119091,828815,38
C21669,38,180220,1913654,25,4,26,883,46,0,448365,747160,25
C21670,53,138962,1821498,58,14,18,818,35,3,264706,587131,53
C21671,47,152871,1655065,40,10,80,576,89,10,386261,310940,33
C21672,62,102471,458770,114,4,85,555,44,10,591643,1065119,109
C21673,39,69550,1699089,26,12,17,712,25,1,76005,241541,22
C21674,34,236188,1562346,67,1,46,776,26,8,610561,620537,62
C21675,45,200830,815419,80,13,30,839,18,5,671550,1335457,77
C21676,54,226427,532207,97,7,94,713,88,1,704442,964844,85
C21677,44,161991,1406427,42,7,53,617,62,9,413121,416174,37
C21678,58,180865,112272,30,10,37,612,73,6,266061,780132,20
C21679,43,224418,1526013,29,9,27,791,37,10,270034,311458,18
C21680,25,61183,1223738,69,8,52,590,39,9,140134,679223,63
C21681,64,112872,1502455,81,3,27,861,83,1,345217,1194303,77
C21682,56,210657,179628,84,11,31,837,67,8,219582,252915,78
C21683,44,26716,858072,41,13,83,693,29,7,133943,363782,33
C21684,56,245889,1895329,106,2,18,870,75,8,644241,1422128,96
C21685,25,156361,466061,46,10,111,895,15,0,228667,848692,40
C21686,59,29697,928956,28,12,7,850,65,8,216866,168840,26
C21687,26,204171,1865292,117,3,32,853,64,8,945439,1319290,117
C21688,56,151148,169523,27,8,95,592,50,1,840957,986522,27
C21689,24,117855,505055,108,6,113,769,12,1,65968,965347,103
C21690,30,88041,1120946,79,11,45,581,69,2,347015,1364159,68
C21691,21,91145,1522867,106,3,108,748,52,4,527479,468715,99
C21692,41,158425,1870099,44,2,58,824,44,9,442278,1307846,39
C21693,60,41919,1787639,47,1,64,886,72,8,88930,681570,38
C21694,59,241283,844858,22,8,9,760,81,5,994959,321583,11
C21695,57,45141,426866,71,3,6,726,43,1,949245,621346,67
C21696,23,155946,1652174,15,3,43,696,78,10,860401,1130512,12
C21697,51,99484,189602,74,5,15,558,43,8,241215,198885,67
C21698,47,139289,684811,111,12,47,583,63,4,378053,12063,106
C21699,37,97693,479509,16,5,28,711,82,7,319874,915202,11
C21700,43,159921,600366,75,9,99,672,90,1,434301,166882,75
C21701,33,196909,1712591,96,5,21,790,74,8,903937,124972,92
C21702,47,131849,1552260,88,14,89,687,46,0,794352,1185314,76
C21703,40,242822,717235,15,7,41,802,70,10,219845,831526,10
C21704,33,200923,1174794,117,7,10,741,36,1,655258,1405075,107
C21705,64,193170,783603,46,7,20,700,79,6,651644,83098,35
C21706,44,148185,1967633,37,5,36,636,20,5,465646,450598,26
C21707,61,187105,710207,37,14,108,878,68,9,830876,243478,33
C21708,23,191835,1053768,30,3,74,723,44,3,485618,203583,21
C21709,63,234932,1895540,48,11,90,716,26,6,162879,244262,46
C21710,30,36900,488478,22,7,79,770,23,1,290504,560298,12
C21711,21,179426,583604,77,8,105,745,31,6,727247,1292626,71
C21712,33,158286,1529894,42,4,76,822,35,5,998698,489428,42
C21713,34,168412,729211,29,6,107,715,72,1,401568,160310,23
C21714,53,247393,1370511,86,12,76,875,59,4,630890,25161,83
C21715,22,172731,283906,55,5,86,803,60,11,36051,689809,53
C21716,22,170759,1688638,27,10,63,733,55,2,161101,1001663,26
C21717,59,31553,534475,69,2,91,609,83,8,678235,1296121,65
C21718,61,98874,193877,13,12,68,653,86,1,778267,300463,7
C21719,51,143236,1637936,70,1,75,728,69,4,799538,1397465,63
C21720,24,152605,291476,107,12,41,630,30,6,175018,1046348,97
C21721,54,149833,1577956,59,14,106,564,30,7,387848,652660,53
C21722,39,173307,527240,97,13,114,681,57,7,93479,1314003,91
C21723,57,242515,125931,47,6,93,566,12,4,429431,1207858,42
C21724,29,230287,463268,19,10,33,576,46,10,566517,590938,10
C21725,44,69143,1889639,47,6,55,584,16,2,545198,1187173,44
C21726,33,230383,658370,118,7,110,829,72,9,40748,35706,116
C21727,64,113719,851371,36,5,64,823,19,11,131063,442219,25
C21728,50,54287,1105050,51,1,83,776,35,0,949216,490172,44
C21729,39,225918,1882126,119,11,43,768,70,10,452493,340449,108
C21730,61,236935,1749349,106,6,44,691,18,11,621866,1051112,98
C21731,30,132006,1201341,15,4,68,803,33,6,482996,55947,7
C21732,62,180212,151869,114,11,111,564,52,5,912501,915835,107
C21733,64,119233,1716593,54,7,71,869,79,0,303185,1037102,47
C21734,34,55657,1873992,85,2,111,574,24,6,211756,1327552,73
C21735,60,215566,528069,38,14,67,814,51,2,162037,1123441,29
C21736,40,39746,1789812,116,9,57,578,79,2,157054,164650,107
C21737,24,227499,1686648,49,7,115,779,68,9,358735,179192,39
C21738,58,244186,869664,92,14,47,818,37,7,277327,834661,80
C21739,64,115067,846658,49,5,55,880,17,10,257402,317687,38
C21740,59,205566,290462,75,12,63,624,10,11,787148,465869,72
C21741,25,163817,1677356,100,2,23,885,72,6,728173,482743,94
C21742,62,157495,1715761,28,1,19,794,64,8,870908,83548,16
C21743,52,72305,216760,24,13,39,832,61,5,349228,1486818,13
C21744,26,168131,99962,96,5,78,683,92,5,890159,1044424,92
C21745,34,49721,55909,90,14,82,624,83,10,101597,464977,84
C21746,26,235859,72362,35,10,97,687,46,9,498211,1229215,25
C21747,34,228255,1105205,18,5,73,840,80,6,483111,1480546,12
C21748,32,190751,1508574,75,11,23,662,41,4,404262,1146213,67
C21749,47,122895,1679716,74,3,114,701,46,2,6099,810897,67
C21750,46,219710,1296259,113,9,68,732,69,7,797832,1170703,111
C21751,32,53277,1732179,115,11,99,600,20,4,890190,1002375,113
C21752,28,91875,1171710,33,10,96,687,86,3,826730,1117326,30
C21753,30,141934,81633,117,1,80,828,29,3,686619,1360995,106
C21754,36,170836,1575574,64,12,110,897,34,6,646240,1496707,59
C21755,46,228054,1716255,85,5,67,848,78,4,814081,986727,85
C21756,28,172953,558789,108,11,42,777,37,6,171886,770129,106
C21757,61,101676,858354,23,4,112,558,80,8,78749,977092,11
C21758,49,206014,1046811,83,13,57,759,31,5,178752,1383605,72
C21759,40,33201,789846,115,2,59,886,13,2,94159,322249,110
C21760,37,49568,61432,33,12,104,831,44,11,582480,247085,23
C21761,39,187402,231897,114,1,66,642,28,7,148514,289228,107
C21762,37,27816,1322509,50,10,23,571,25,6,627034,454688,41
C21763,59,58094,1649424,58,11,98,721,78,9,899775,409316,57
C21764,21,249750,415707,75,4,12,596,51,6,892373,1408764,66
C21765,49,107802,679082,55,6,35,568,18,0,887205,738318,53
C21766,34,43055,1346027,27,8,101,584,42,4,475746,600601,18
C21767,37,128306,1119113,70,10,116,611,28,1,776357,168838,62
C21768,33,246921,78343,45,2,6,744,47,6,893209,764946,34
C21769,49,174630,1507917,57,12,13,850,43,7,274861,801733,48
C21770,54,30235,771553,91,11,106,822,92,8,917552,741795,89
C21771,47,124227,1556752,89,2,107,593,81,7,554036,165920,86
C21772,53,172233,626696,81,6,6,629,38,4,430817,1237261,70
C21773,49,209490,957441,66,4,30,614,79,3,163885,919968,62
C21774,57,170619,1255734,85,10,102,621,79,6,998147,255931,73
C21775,59,154947,1260832,35,9,99,693,85,3,786688,916756,35
C21776,39,246104,1611726,38,4,90,805,83,9,672887,933374,34
C21777,44,186980,1091452,84,12,17,705,10,9,624967,1124871,84
C21778,34,202641,1547277,27,14,60,734,84,9,652220,1155009,25
C21779,57,122188,1763513,13,2,57,832,10,5,244716,421452,12
C21780,25,79259,1129661,42,12,86,597,63,9,732221,343298,31
C21781,44,212093,801808,74,1,31,568,89,7,62122,79391,68
C21782,54,145408,150918,58,6,76,890,76,4,837240,730231,56
C21783,51,99881,1211509,30,11,42,722,42,0,234172,656823,18
C21784,50,27070,640595,67,1,47,637,93,9,323456,1236515,55
C21785,29,114266,671554,22,6,49,593,25,7,372415,1066387,11
C21786,47,228152,200030,97,8,114,681,89,10,568137,1215924,86
C21787,48,127904,1936356,104,6,46,679,67,6,178175,304537,102
C21788,62,58688,637924,106,4,49,766,68,9,437667,629606,105
C21789,46,143170,1424458,19,12,5,567,70,9,464521,1311873,19
C21790,38,202683,1801474,85,2,61,831,64,8,13777,826295,77
C21791,56,47856,877133,17,5,39,648,38,7,381804,1413533,16
C21792,28,203646,220197,42,5,60,856,58,9,485709,116308,34
C21793,38,173899,1054139,110,8,18,556,51,7,940977,60137,109
C21794,40,168771,920349,61,3,11,854,60,9,290465,1172009,57
C21795,52,126105,1526642,115,2,70,848,57,6,832507,798055,110
C21796,49,108695,339148,40,14,75,754,34,2,316229,170008,30
C21797,38,229828,1631827,32,1,11,553,83,5,983883,1173569,26
C21798,27,174748,1616946,52,2,9,567,50,2,573286,1219646,46
C21799,21,28703,819951,80,2,55,644,61,11,52527,1437514,70
C21800,48,122193,89131,80,1,68,706,47,7,410064,1227969,80
C21801,53,189665,1427419,99,8,55,636,70,1,455385,588080,90
C21802,24,137501,962949,90,8,51,802,14,4,18606,749886,84
C21803,40,131015,1695341,67,10,44,743,16,9,144168,1320076,62
C21804,56,106547,1711192,39,4,76,586,80,9,657729,10746,32
C21805,51,143429,775778,45,3,91,632,88,0,905876,1274087,35
C21806,58,180786,816287,67,13,35,673,86,1,646703,69122,66
C21807,48,111372,1049325,88,1,87,790,47,9,682976,863767,77
C21808,23,141947,120592,66,8,62,644,19,4,578466,716950,54
C21809,26,108082,1626557,55,13,96,651,87,9,450108,1113654,44
C21810,43,126743,268668,43,8,29,779,73,2,849707,739511,40
C21811,27,191373,143462,97,4,37,616,20,4,22521,1219689,88
C21812,56,194452,640596,40,5,42,724,14,6,582562,1293904,39
C21813,21,165623,443939,14,4,35,600,38,3,974033,1112776,13
C21814,26,131234,1247250,80,5,11,894,63,1,371215,1231672,80
C21815,44,43609,996806,22,11,62,736,88,11,641473,613070,18
C21816,57,117672,194426,59,4,34,560,17,9,23823,1067481,50
C21817,56,94208,288849,116,9,22,810,19,0,886661,721438,109
C21818,44,158232,1355263,64,1,16,702,22,9,76111,241713,53
C21819,58,213698,414985,67,10,61,687,82,1,384435,1089844,66
C21820,49,247323,1931383,64,10,60,766,55,8,181352,421736,58
C21821,57,154567,1738162,37,3,8,559,26,4,189165,317604,26
C21822,52,157869,1948932,20,7,29,755,24,0,413018,1170978,18
C21823,45,119248,1721098,119,13,29,705,75,1,798592,608462,119
C21824,30,167243,190995,86,6,66,670,66,0,20648,1008569,81
C21825,55,116302,1611534,76,13,117,839,87,1,559296,516846,72
C21826,45,204030,1567172,113,8,82,638,80,4,814831,1281343,112
C21827,47,179525,1800691,67,14,5,582,10,0,272776,570290,67
C21828,52,98429,778871,39,14,83,577,36,5,150243,390436,29
C21829,32,45792,1713877,34,12,40,800,20,4,499661,497790,30
C21830,24,158002,424157,42,6,82,646,28,0,143470,514942,39
C21831,62,171777,1348382,77,11,43,846,38,6,763484,112120,72
C21832,46,240510,257996,72,14,14,780,80,2,774782,1047072,69
C21833,23,87594,407872,93,12,15,738,32,0,491829,1028735,85
C21834,37,25047,385716,27,8,57,719,22,0,955862,306878,19
C21835,29,25133,194160,70,1,20,690,12,4,282352,691791,59
C21836,49,203694,958651,117,9,118,778,74,0,396698,794504,106
C21837,21,243667,155618,92,5,59,666,76,3,452897,334642,89
C21838,38,36238,569627,59,10,6,672,22,8,740604,1025467,55
C21839,61,60132,369658,28,2,100,682,62,3,315033,351742,21
C21840,40,126813,373893,46,1,8,775,56,0,129213,882260,39
C21841,61,184154,1532440,106,4,41,875,35,3,782866,1278553,102
C21842,54,136663,335650,110,13,24,714,91,5,257543,1048090,101
C21843,48,81305,1100975,70,12,22,599,61,9,377004,1258634,68
C21844,55,78246,1578667,99,10,77,804,86,10,920636,1190033,88
C21845,36,76689,737451,52,8,66,738,80,4,171426,928714,45
C21846,41,196836,854190,48,3,116,567,12,3,604016,398693,42
C21847,33,178440,428428,41,10,114,596,51,3,42643,1218421,30
C21848,55,60239,501555,93,4,42,760,32,11,492378,1494463,89
C21849,62,92970,285660,102,2,117,725,69,2,96755,748645,98
C21850,52,225943,606201,27,2,56,865,55,11,409737,623865,16
C21851,58,106559,520240,95,2,22,559,31,1,771126,936131,92
C21852,26,241514,1459769,116,10,107,615,10,1,418952,429102,111
C21853,58,240297,371297,58,13,34,870,71,9,169870,986980,58
C21854,58,152019,530620,39,1,52,579,20,0,172673,1388810,30
C21855,33,243279,1091126,32,10,94,684,64,1,345751,583856,25
C21856,59,116922,1359511,52,14,47,612,77,7,362624,838980,49
C21857,33,202342,277440,56,10,34,740,69,10,38101,15360,56
C21858,32,112601,1470536,108,5,85,750,84,1,446927,963027,97
C21859,53,229051,1976613,84,5,112,622,65,7,623356,634784,82
C21860,48,145632,1839376,75,11,82,611,71,6,883368,1441612,75
C21861,23,69014,475007,99,13,32,588,26,0,243575,693210,92
C21862,38,220952,1970350,24,3,29,774,73,2,832706,734016,18
C21863,46,40665,1789859,105,3,100,758,27,6,671516,720965,98
C21864,60,65542,626163,54,8,64,878,62,2,372000,1300667,50
C21865,22,111769,1212838,108,10,80,706,13,7,814267,628864,99
C21866,24,193040,994080,69,14,83,688,91,0,946855,1164396,65
C21867,48,48481,627708,99,7,115,587,56,11,126666,931585,89
C21868,48,95558,1956569,31,4,74,594,72,10,392718,80766,21
C21869,45,208716,1223384,74,14,67,660,60,7,522931,1030955,71
C21870,46,71954,1563389,12,8,44,616,20,7,61812,88928,7
C21871,22,145156,840672,34,10,56,589,19,1,172312,81199,29
C21872,62,131243,1209929,44,9,6,644,18,1,328292,545130,42
C21873,54,34145,430354,68,6,103,838,40,10,477452,638998,66
C21874,50,206566,208016,92,7,99,699,16,2,83683,1374012,91
C21875,41,85835,280547,65,11,49,626,92,8,346729,135641,65
C21876,64,150622,1715729,77,12,74,625,53,7,33980,1075121,68
C21877,57,90506,236493,106,13,10,595,41,7,903987,849229,100
C21878,64,68064,257759,42,7,118,760,59,1,388731,1061386,42
C21879,43,47954,1524504,65,13,70,810,26,7,933516,420126,57
C21880,53,121872,1874653,27,13,66,738,40,4,168478,926214,21
C21881,22,134120,666064,48,12,78,849,40,3,410387,96691,41
C21882,47,195123,1822194,112,5,94,612,92,4,648995,1324814,101
C21883,42,117221,991521,18,13,56,809,71,5,741261,332387,13
C21884,54,242239,1421264,111,11,105,662,13,10,840912,1475193,105
C21885,36,31574,1435130,12,13,43,703,66,4,275640,765829,10
C21886,40,57381,702280,105,4,112,598,20,2,414610,923343,97
C21887,46,182111,1127060,29,13,10,705,30,9,215059,1472739,17
C21888,36,30331,303002,53,2,88,833,31,4,178404,608389,42
C21889,26,55412,461109,50,11,89,602,37,11,153130,460863,46
C21890,64,108857,1663567,37,1,78,739,40,2,754005,983968,26
C21891,43,136132,1526823,86,8,92,643,67,1,137790,859986,77
C21892,62,246365,1269302,76,2,19,764,65,7,502067,1081799,64
C21893,57,42458,707644,68,8,112,722,42,10,588545,169823,67
C21894,28,39058,617391,113,9,38,812,57,9,167360,18093,110
C21895,26,191413,655366,80,4,106,559,29,6,565036,690863,69
C21896,57,60165,724703,97,1,80,764,11,0,764787,505624,92
C21897,42,83425,1223112,88,6,64,557,68,4,499395,920709,79
C21898,26,25418,610322,28,8,116,821,76,10,783877,1083661,21
C21899,52,107559,141385,18,14,34,812,83,0,121385,76237,18
C21900,37,76236,1096126,113,1,17,820,87,11,462027,826146,104
C21901,58,62357,1413390,82,14,32,774,66,3,64849,1161740,70
C21902,37,107278,318359,23,5,85,871,81,1,480787,867515,20
C21903,57,108723,1903407,49,11,74,739,72,3,517023,73213,47
C21904,43,194044,485093,98,1,110,764,75,10,793352,968861,87
C21905,33,196729,1632007,59,7,70,597,23,5,947643,1198660,49
C21906,52,138290,375683,66,6,82,718,83,7,118979,1404000,57
C21907,42,74690,1909055,65,12,28,785,35,3,909476,544592,61
C21908,27,94975,1584928,83,4,69,680,72,7,300143,811661,78
C21909,42,81040,779242,26,12,102,850,36,10,788334,1389474,25
C21910,41,182866,242831,41,14,11,823,94,4,717500,798242,41
C21911,26,165977,500860,66,8,14,618,39,8,432080,295850,63
C21912,34,222473,1811474,84,13,60,662,87,11,969657,611180,74
C21913,36,117179,278377,32,8,84,619,14,2,7556,864186,31
C21914,23,51926,1146930,119,2,23,870,24,7,27651,1264906,112
C21915,29,202124,1892572,71,5,30,719,65,0,65739,689411,66
C21916,41,69228,678944,89,13,52,683,71,1,250589,734059,79
C21917,50,56046,1345773,19,1,61,879,67,2,149077,1224904,7
C21918,50,160743,796204,58,3,112,663,65,10,633901,141753,55
C21919,62,217043,980637,47,12,51,762,21,0,553218,189220,42
C21920,62,139419,1556077,84,3,104,815,20,0,939938,788624,81
C21921,52,75187,1625908,37,10,108,581,22,8,958597,253793,25
C21922,43,131856,408652,95,3,110,574,85,2,748871,1304914,83
C21923,23,142507,1329403,113,3,42,791,28,5,349468,1071292,102
C21924,21,49871,1498879,81,10,65,572,61,7,696316,537229,70
C21925,23,91962,1611189,45,2,61,755,55,7,343043,1000928,40
C21926,57,249693,739416,71,7,38,625,68,3,43643,838557,60
C21927,27,249000,1312943,34,7,96,822,37,9,671905,928873,22
C21928,23,137362,1725447,114,4,84,734,80,1,329780,237032,111
C21929,56,89140,1843347,108,12,112,584,25,2,103573,798945,101
C21930,23,232665,856789,96,8,61,831,11,7,366208,1436118,84
C21931,24,189532,775490,52,10,91,770,41,9,969869,108540,44
C21932,51,54171,1519632,101,10,91,656,15,4,125048,1333055,100
C21933,22,81745,1146536,80,8,118,557,23,0,243307,1384441,71
C21934,34,106772,50999,66,14,113,584,66,2,151835,552175,61
C21935,57,58835,539957,84,13,12,782,25,0,780933,1084293,80
C21936,51,91668,318482,56,4,77,803,70,1,630123,562883,47
C21937,22,214537,1313610,72,6,30,809,22,0,532823,765146,69
C21938,51,153738,608100,44,6,77,588,78,11,342100,1379837,41
C21939,63,163684,798877,100,12,13,661,83,4,736541,653655,91
C21940,42,122360,54893,63,13,107,847,69,8,330230,75193,59
C21941,30,34433,1317256,92,5,88,619,24,3,680562,488724,90
C21942,50,157018,1238918,115,14,9,607,60,5,6775,437392,105
C21943,53,200179,194385,30,4,61,561,79,6,63489,779055,23
C21944,39,26615,1676415,86,13,82,706,29,1,763268,1121281,86
C21945,45,103387,338277,19,12,93,779,78,8,781866,1052026,16
C21946,21,98790,1431516,81,14,22,581,64,6,180773,167558,72
C21947,52,112635,1199016,17,9,100,726,73,1,855803,695375,10
C21948,45,211293,1560255,83,6,49,814,17,5,650259,1101853,79
C21949,61,58161,969338,68,7,114,808,83,8,429908,623695,64
C21950,37,188670,1401242,99,14,115,559,38,0,889612,1474317,91
C21951,34,247710,1652543,71,12,27,821,89,4,544017,1417832,61
C21952,33,245526,195993,30,14,106,600,60,3,676195,26883,25
C21953,58,100229,1119360,63,5,19,728,16,5,893127,1252221,60
C21954,59,236762,1544763,52,2,106,564,91,8,915236,101395,43
C21955,22,156460,1636340,102,11,80,687,40,6,214758,1150251,102
C21956,52,205811,1171496,95,6,21,843,11,10,878634,1407584,85
C21957,52,126801,489659,99,11,102,674,93,4,296011,1493159,90
C21958,60,104437,918130,49,11,27,853,80,0,311891,1309562,39
C21959,26,185379,1785186,80,3,104,714,35,8,74308,1075976,73
C21960,45,98205,971883,27,10,63,878,64,11,675600,1224057,16
C21961,23,125875,1272651,50,6,65,782,59,0,173252,813317,43
C21962,38,213695,630969,108,3,86,838,23,1,355214,450745,107
C21963,58,244700,1024191,85,14,100,646,62,0,722891,1186351,80
C21964,63,85816,1549576,62,8,108,840,31,6,96897,295375,61
C21965,23,117096,512706,16,7,114,695,57,8,363974,1231128,8
C21966,25,220957,895244,94,1,109,686,24,0,963267,1035938,93
C21967,44,248465,903930,73,13,62,563,50,1,620379,1451959,70
C21968,54,70241,135368,52,4,30,887,29,10,335393,438848,50
C21969,59,148684,1014795,96,2,53,671,57,4,919442,1345923,95
C21970,44,208209,1483225,78,11,52,762,30,1,673803,788742,76
C21971,56,140397,1707678,70,11,84,612,40,4,705600,927153,63
C21972,48,153167,783023,103,11,16,738,55,9,40139,241934,93
C21973,54,177086,1102439,116,6,36,811,42,10,174211,1458604,111
C21974,36,59198,459289,30,5,63,706,49,8,88649,485494,18
C21975,56,170381,520399,91,2,26,711,78,6,334521,658243,87
C21976,27,185997,483309,73,1,56,844,42,11,899202,571358,73
C21977,38,172248,1279544,64,7,26,851,69,7,102219,1111099,57
